0,1/25/2020,Orange,California,6059,1,0,no,no,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
6454,7/6/2020,Mariposa,California,6043,31,1,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
6455,7/6/2020,Mendocino,California,6045,92,0,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
6456,7/6/2020,Merced,California,6047,1530,11,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
6457,7/6/2020,Mono,California,6051,48,1,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
6458,7/6/2020,Monterey,California,6053,2151,15,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
6459,7/6/2020,Napa,California,6055,451,4,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
6460,7/6/2020,Nevada,California,6057,145,1,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
6461,7/6/2020,Orange,California,6059,19430,366,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
6462,7/6/2020,Placer,California,6061,911,11,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
6463,7/6/2020,Plumas,California,6063,11,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
6464,7/6/2020,Riverside,California,6065,21511,486,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
6465,7/6/2020,Sacramento,California,6067,4394,74,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
6466,7/6/2020,San Benito,California,6069,284,2,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
6467,7/6/2020,San Bernardino,California,6071,15345,269,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
6468,7/6/2020,San Diego,California,6073,17063,387,yes,yes,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
6469,7/6/2020,San Francisco,California,6075,3995,50,yes,yes,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
6470,7/6/2020,San Joaquin,California,6077,5015,55,yes,yes,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
6471,7/6/2020,San Luis Obispo,California,6079,765,2,yes,yes,SRID=4326; POINT(-120.40452613936814 35.38708615948106)
6472,7/6/2020,San Mateo,California,6081,3599,108,yes,yes,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
6473,7/6/2020,Santa Barbara,California,6083,3671,29,yes,yes,SRID=4326; POINT(-120.0222848598336 34.724818361441336)
6474,7/6/2020,Santa Clara,California,6085,5408,165,yes,yes,SRID=4326; POINT(-121.695141328068 37.231794804618175)
6475,7/6/2020,Santa Cruz,California,6087,467,3,yes,yes,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
6476,7/6/2020,Shasta,California,6089,157,5,yes,yes,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
6477,7/6/2020,Sierra,California,6091,1,0,yes,yes,SRID=4326; POINT(-120.51602291685732 39.58032925528687)
6478,7/6/2020,Siskiyou,California,6093,32,0,yes,yes,SRID=4326; POINT(-122.54037902620112 41.59264458363492)
6479,7/6/2020,Solano,California,6095,1745,25,yes,yes,SRID=4326; POINT(-121.932865211764 38.26997789621676)
6480,7/6/2020,Sonoma,California,6097,1466,12,yes,yes,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
6481,7/6/2020,Stanislaus,California,6099,3777,45,yes,yes,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
6482,7/6/2020,Sutter,California,6101,275,3,yes,yes,SRID=4326; POINT(-121.69484659023334 39.03454902479038)
6483,7/6/2020,Tehama,California,6103,95,1,yes,yes,SRID=4326; POINT(-122.23407364887478 40.125631404996895)
6484,7/6/2020,Trinity,California,6105,3,0,yes,yes,SRID=4326; POINT(-123.11265333457573 40.65070694159584)
6485,7/6/2020,Tulare,California,6107,5009,136,yes,yes,SRID=4326; POINT(-118.80049658423822 36.220167658111336)
6486,7/6/2020,Tuolumne,California,6109,53,0,yes,yes,SRID=4326; POINT(-119.95476801271204 38.0275935431412)
6487,7/6/2020,Ventura,California,6111,3866,50,yes,yes,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
6488,7/6/2020,Yolo,California,6113,705,26,yes,yes,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
6489,7/6/2020,Yuba,California,6115,139,2,yes,yes,SRID=4326; POINT(-121.35127598879794 39.26901406033176)
6490,7/7/2020,Alameda,California,6001,6991,140,yes,yes,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
6491,7/7/2020,Alpine,California,6003,1,0,yes,yes,SRID=4326; POINT(-119.820679847404 38.59720402225429)
6492,7/7/2020,Amador,California,6005,33,0,yes,yes,SRID=4326; POINT(-120.65110288122308 38.44639526493973)
6493,7/7/2020,Butte,California,6007,275,3,yes,yes,SRID=4326; POINT(-121.60069437618093 39.66694537197008)
6494,7/7/2020,Calaveras,California,6009,61,0,yes,yes,SRID=4326; POINT(-120.55413604956068 38.20460285077638)
6495,7/7/2020,Colusa,California,6011,86,0,yes,yes,SRID=4326; POINT(-122.2369726471668 39.17748899441087)
6496,7/7/2020,Contra Costa,California,6013,4092,86,yes,yes,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
6497,7/7/2020,Del Norte,California,6015,58,0,yes,yes,SRID=4326; POINT(-123.89726198525156 41.7431353515116)
6498,7/7/2020,El Dorado,California,6017,264,0,yes,yes,SRID=4326; POINT(-120.52467458278412 38.7787390108896)
6499,7/7/2020,Fresno,California,6019,6924,81,yes,yes,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
6500,7/7/2020,Glenn,California,6021,129,0,yes,yes,SRID=4326; POINT(-122.39201190026616 39.59820691384685)
6501,7/7/2020,Humboldt,California,6023,154,4,yes,yes,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
6502,7/7/2020,Imperial,California,6025,7343,120,yes,yes,SRID=4326; POINT(-115.36536275650892 33.03951696565958)
6503,7/7/2020,Inyo,California,6027,32,1,yes,yes,SRID=4326; POINT(-117.41074195586413 36.51111008013726)
6504,7/7/2020,Kern,California,6029,5553,84,yes,yes,SRID=4326; POINT(-118.72992737130474 35.34286892433542)
6505,7/7/2020,Kings,California,6031,2755,37,yes,yes,SRID=4326; POINT(-119.81555270801204 36.07535520877043)
6506,7/7/2020,Lake,California,6033,98,1,yes,yes,SRID=4326; POINT(-122.75320319530188 39.0996221027628)
6507,7/7/2020,Lassen,California,6035,267,0,yes,yes,SRID=4326; POINT(-120.5943286804139 40.67359440173466)
6508,7/7/2020,Los Angeles,California,6037,120539,3579,yes,yes,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
6509,7/7/2020,Madera,California,6039,784,7,yes,yes,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
6510,7/7/2020,Marin,California,6041,2881,20,yes,yes,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
6511,7/7/2020,Mariposa,California,6043,31,1,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
6512,7/7/2020,Mendocino,California,6045,92,0,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
6513,7/7/2020,Merced,California,6047,1623,11,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
6514,7/7/2020,Mono,California,6051,48,1,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
6515,7/7/2020,Monterey,California,6053,2239,17,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
6516,7/7/2020,Napa,California,6055,455,4,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
6517,7/7/2020,Nevada,California,6057,151,1,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
6518,7/7/2020,Orange,California,6059,20167,366,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
6519,7/7/2020,Placer,California,6061,938,11,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
6520,7/7/2020,Plumas,California,6063,11,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
6521,7/7/2020,Riverside,California,6065,22485,506,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
6522,7/7/2020,Sacramento,California,6067,4565,76,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
6523,7/7/2020,San Benito,California,6069,292,2,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
6524,7/7/2020,San Bernardino,California,6071,15932,272,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
6525,7/7/2020,San Diego,California,6073,17641,399,yes,yes,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
6526,7/7/2020,San Francisco,California,6075,4023,50,yes,yes,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
6527,7/7/2020,San Joaquin,California,6077,5600,58,yes,yes,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
6528,7/7/2020,San Luis Obispo,California,6079,808,2,yes,yes,SRID=4326; POINT(-120.40452613936814 35.38708615948106)
6529,7/7/2020,San Mateo,California,6081,3692,111,yes,yes,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
6530,7/7/2020,Santa Barbara,California,6083,3763,30,yes,yes,SRID=4326; POINT(-120.0222848598336 34.724818361441336)
6531,7/7/2020,Santa Clara,California,6085,5478,166,yes,yes,SRID=4326; POINT(-121.695141328068 37.231794804618175)
6532,7/7/2020,Santa Cruz,California,6087,501,3,yes,yes,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
6533,7/7/2020,Shasta,California,6089,163,5,yes,yes,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
6534,7/7/2020,Sierra,California,6091,1,0,yes,yes,SRID=4326; POINT(-120.51602291685732 39.58032925528687)
6535,7/7/2020,Siskiyou,California,6093,32,0,yes,yes,SRID=4326; POINT(-122.54037902620112 41.59264458363492)
6536,7/7/2020,Solano,California,6095,1831,27,yes,yes,SRID=4326; POINT(-121.932865211764 38.26997789621676)
6537,7/7/2020,Sonoma,California,6097,1487,14,yes,yes,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
6538,7/7/2020,Stanislaus,California,6099,3983,45,yes,yes,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
6539,7/7/2020,Sutter,California,6101,302,4,yes,yes,SRID=4326; POINT(-121.69484659023334 39.03454902479038)
6540,7/7/2020,Tehama,California,6103,95,1,yes,yes,SRID=4326; POINT(-122.23407364887478 40.125631404996895)
6541,7/7/2020,Trinity,California,6105,3,0,yes,yes,SRID=4326; POINT(-123.11265333457573 40.65070694159584)
6542,7/7/2020,Tulare,California,6107,5175,139,yes,yes,SRID=4326; POINT(-118.80049658423822 36.220167658111336)
6543,7/7/2020,Tuolumne,California,6109,57,0,yes,yes,SRID=4326; POINT(-119.95476801271204 38.0275935431412)
6544,7/7/2020,Ventura,California,6111,3912,50,yes,yes,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
6545,7/7/2020,Yolo,California,6113,723,26,yes,yes,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
6546,7/7/2020,Yuba,California,6115,147,2,yes,yes,SRID=4326; POINT(-121.35127598879794 39.26901406033176)
6547,7/8/2020,Alameda,California,6001,7266,142,yes,yes,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
6548,7/8/2020,Alpine,California,6003,1,0,yes,yes,SRID=4326; POINT(-119.820679847404 38.59720402225429)
6549,7/8/2020,Amador,California,6005,33,0,yes,yes,SRID=4326; POINT(-120.65110288122308 38.44639526493973)
6550,7/8/2020,Butte,California,6007,295,4,yes,yes,SRID=4326; POINT(-121.60069437618093 39.66694537197008)
6551,7/8/2020,Calaveras,California,6009,61,0,yes,yes,SRID=4326; POINT(-120.55413604956068 38.20460285077638)
6552,7/8/2020,Colusa,California,6011,98,0,yes,yes,SRID=4326; POINT(-122.2369726471668 39.17748899441087)
6553,7/8/2020,Contra Costa,California,6013,4241,86,yes,yes,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
6554,7/8/2020,Del Norte,California,6015,58,0,yes,yes,SRID=4326; POINT(-123.89726198525156 41.7431353515116)
6555,7/8/2020,El Dorado,California,6017,280,0,yes,yes,SRID=4326; POINT(-120.52467458278412 38.7787390108896)
6556,7/8/2020,Fresno,California,6019,7281,84,yes,yes,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
6557,7/8/2020,Glenn,California,6021,145,0,yes,yes,SRID=4326; POINT(-122.39201190026616 39.59820691384685)
6558,7/8/2020,Humboldt,California,6023,157,4,yes,yes,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
6559,7/8/2020,Imperial,California,6025,7464,124,yes,yes,SRID=4326; POINT(-115.36536275650892 33.03951696565958)
6560,7/8/2020,Inyo,California,6027,32,1,yes,yes,SRID=4326; POINT(-117.41074195586413 36.51111008013726)
6561,7/8/2020,Kern,California,6029,5769,87,yes,yes,SRID=4326; POINT(-118.72992737130474 35.34286892433542)
6562,7/8/2020,Kings,California,6031,2823,38,yes,yes,SRID=4326; POINT(-119.81555270801204 36.07535520877043)
6563,7/8/2020,Lake,California,6033,100,1,yes,yes,SRID=4326; POINT(-122.75320319530188 39.0996221027628)
6564,7/8/2020,Lassen,California,6035,267,0,yes,yes,SRID=4326; POINT(-120.5943286804139 40.67359440173466)
6565,7/8/2020,Los Angeles,California,6037,123004,3642,yes,yes,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
6566,7/8/2020,Madera,California,6039,857,8,yes,yes,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
6567,7/8/2020,Marin,California,6041,2891,23,yes,yes,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
6568,7/8/2020,Mariposa,California,6043,31,1,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
6569,7/8/2020,Mendocino,California,6045,107,0,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
6570,7/8/2020,Merced,California,6047,1702,12,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
6571,7/8/2020,Mono,California,6051,49,1,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
6572,7/8/2020,Monterey,California,6053,2270,17,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
6573,7/8/2020,Napa,California,6055,460,4,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
6574,7/8/2020,Nevada,California,6057,155,1,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
6575,7/8/2020,Orange,California,6059,21741,369,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
6576,7/8/2020,Placer,California,6061,970,11,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
6577,7/8/2020,Plumas,California,6063,12,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
6578,7/8/2020,Riverside,California,6065,23279,515,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
6579,7/8/2020,Sacramento,California,6067,4775,78,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
6580,7/8/2020,San Benito,California,6069,304,2,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
6581,7/8/2020,San Bernardino,California,6071,16586,293,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
6582,7/8/2020,San Diego,California,6073,17905,406,yes,yes,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
6583,7/8/2020,San Francisco,California,6075,4074,50,yes,yes,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
6584,7/8/2020,San Joaquin,California,6077,5817,61,yes,yes,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
6585,7/8/2020,San Luis Obispo,California,6079,845,3,yes,yes,SRID=4326; POINT(-120.40452613936814 35.38708615948106)
6586,7/8/2020,San Mateo,California,6081,3743,111,yes,yes,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
6587,7/8/2020,Santa Barbara,California,6083,3866,30,yes,yes,SRID=4326; POINT(-120.0222848598336 34.724818361441336)
6588,7/8/2020,Santa Clara,California,6085,5552,166,yes,yes,SRID=4326; POINT(-121.695141328068 37.231794804618175)
6589,7/8/2020,Santa Cruz,California,6087,503,3,yes,yes,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
6590,7/8/2020,Shasta,California,6089,171,5,yes,yes,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
6591,7/8/2020,Sierra,California,6091,1,0,yes,yes,SRID=4326; POINT(-120.51602291685732 39.58032925528687)
6592,7/8/2020,Siskiyou,California,6093,33,0,yes,yes,SRID=4326; POINT(-122.54037902620112 41.59264458363492)
6593,7/8/2020,Solano,California,6095,1927,27,yes,yes,SRID=4326; POINT(-121.932865211764 38.26997789621676)
6594,7/8/2020,Sonoma,California,6097,1519,14,yes,yes,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
6595,7/8/2020,Stanislaus,California,6099,4101,50,yes,yes,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
6596,7/8/2020,Sutter,California,6101,323,4,yes,yes,SRID=4326; POINT(-121.69484659023334 39.03454902479038)
6597,7/8/2020,Tehama,California,6103,95,1,yes,yes,SRID=4326; POINT(-122.23407364887478 40.125631404996895)
6598,7/8/2020,Trinity,California,6105,3,0,yes,yes,SRID=4326; POINT(-123.11265333457573 40.65070694159584)
6599,7/8/2020,Tulare,California,6107,5298,148,yes,yes,SRID=4326; POINT(-118.80049658423822 36.220167658111336)
6600,7/8/2020,Tuolumne,California,6109,58,0,yes,yes,SRID=4326; POINT(-119.95476801271204 38.0275935431412)
6601,7/8/2020,Ventura,California,6111,3992,50,yes,yes,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
6602,7/8/2020,Yolo,California,6113,760,28,yes,yes,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
6603,7/8/2020,Yuba,California,6115,154,3,yes,yes,SRID=4326; POINT(-121.35127598879794 39.26901406033176)
6604,7/9/2020,Alameda,California,6001,7428,146,yes,yes,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
6605,7/9/2020,Alpine,California,6003,1,0,yes,yes,SRID=4326; POINT(-119.820679847404 38.59720402225429)
6606,7/9/2020,Amador,California,6005,34,0,yes,yes,SRID=4326; POINT(-120.65110288122308 38.44639526493973)
6607,7/9/2020,Butte,California,6007,319,4,yes,yes,SRID=4326; POINT(-121.60069437618093 39.66694537197008)
6608,7/9/2020,Calaveras,California,6009,61,0,yes,yes,SRID=4326; POINT(-120.55413604956068 38.20460285077638)
6609,7/9/2020,Colusa,California,6011,103,0,yes,yes,SRID=4326; POINT(-122.2369726471668 39.17748899441087)
6610,7/9/2020,Contra Costa,California,6013,4357,88,yes,yes,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
6611,7/9/2020,Del Norte,California,6015,58,0,yes,yes,SRID=4326; POINT(-123.89726198525156 41.7431353515116)
6612,7/9/2020,El Dorado,California,6017,292,0,yes,yes,SRID=4326; POINT(-120.52467458278412 38.7787390108896)
6613,7/9/2020,Fresno,California,6019,7627,87,yes,yes,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
6614,7/9/2020,Glenn,California,6021,146,0,yes,yes,SRID=4326; POINT(-122.39201190026616 39.59820691384685)
6615,7/9/2020,Humboldt,California,6023,162,4,yes,yes,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
6616,7/9/2020,Imperial,California,6025,7654,126,yes,yes,SRID=4326; POINT(-115.36536275650892 33.03951696565958)
6617,7/9/2020,Inyo,California,6027,35,1,yes,yes,SRID=4326; POINT(-117.41074195586413 36.51111008013726)
6618,7/9/2020,Kern,California,6029,5989,89,yes,yes,SRID=4326; POINT(-118.72992737130474 35.34286892433542)
6619,7/9/2020,Kings,California,6031,2855,39,yes,yes,SRID=4326; POINT(-119.81555270801204 36.07535520877043)
6620,7/9/2020,Lake,California,6033,101,1,yes,yes,SRID=4326; POINT(-122.75320319530188 39.0996221027628)
6621,7/9/2020,Lassen,California,6035,261,0,yes,yes,SRID=4326; POINT(-120.5943286804139 40.67359440173466)
6622,7/9/2020,Los Angeles,California,6037,124738,3689,yes,yes,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
6623,7/9/2020,Madera,California,6039,857,8,yes,yes,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
6624,7/9/2020,Marin,California,6041,2965,23,yes,yes,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
6625,7/9/2020,Mariposa,California,6043,31,1,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
6626,7/9/2020,Mendocino,California,6045,107,0,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
6627,7/9/2020,Merced,California,6047,1793,12,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
6628,7/9/2020,Mono,California,6051,49,1,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
6629,7/9/2020,Monterey,California,6053,2343,17,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
6630,7/9/2020,Napa,California,6055,469,4,yes,yes,SRID=4326; POINT(-122.33053135359748 38.50649013327487)
6631,7/9/2020,Nevada,California,6057,159,1,yes,yes,SRID=4326; POINT(-120.7684633765121 39.30137434539518)
6632,7/9/2020,Orange,California,6059,22088,376,yes,yes,SRID=4326; POINT(-117.76109087687983 33.70297871221166)
6633,7/9/2020,Placer,California,6061,993,11,yes,yes,SRID=4326; POINT(-120.71756048968044 39.06346827702669)
6634,7/9/2020,Plumas,California,6063,12,0,yes,yes,SRID=4326; POINT(-120.83854990605204 40.00463851482889)
6635,7/9/2020,Riverside,California,6065,24042,533,yes,yes,SRID=4326; POINT(-115.99382744012463 33.743654237895306)
6636,7/9/2020,Sacramento,California,6067,4931,78,yes,yes,SRID=4326; POINT(-121.34425496618957 38.44931827752478)
6637,7/9/2020,San Benito,California,6069,311,2,yes,yes,SRID=4326; POINT(-121.07497457762749 36.60568773898703)
6638,7/9/2020,San Bernardino,California,6071,17414,304,yes,yes,SRID=4326; POINT(-116.17841950729829 34.84138605859262)
6639,7/9/2020,San Diego,California,6073,18465,415,yes,yes,SRID=4326; POINT(-116.73530501380812 33.03414183824337)
6640,7/9/2020,San Francisco,California,6075,4148,50,yes,yes,SRID=4326; POINT(-122.4408832731622 37.75512993109261)
6641,7/9/2020,San Joaquin,California,6077,6065,67,yes,yes,SRID=4326; POINT(-121.2714108518384 37.9347613818742)
6642,7/9/2020,San Luis Obispo,California,6079,877,4,yes,yes,SRID=4326; POINT(-120.40452613936814 35.38708615948106)
6643,7/9/2020,San Mateo,California,6081,3787,111,yes,yes,SRID=4326; POINT(-122.32902439490182 37.422897665590426)
6644,7/9/2020,Santa Barbara,California,6083,3985,29,yes,yes,SRID=4326; POINT(-120.0222848598336 34.724818361441336)
6645,7/9/2020,Santa Clara,California,6085,5678,167,yes,yes,SRID=4326; POINT(-121.695141328068 37.231794804618175)
6646,7/9/2020,Santa Cruz,California,6087,509,3,yes,yes,SRID=4326; POINT(-122.00184307320414 37.05618382107653)
6647,7/9/2020,Shasta,California,6089,176,6,yes,yes,SRID=4326; POINT(-122.04051441462217 40.76371776358584)
6648,7/9/2020,Sierra,California,6091,1,0,yes,yes,SRID=4326; POINT(-120.51602291685732 39.58032925528687)
6649,7/9/2020,Siskiyou,California,6093,33,0,yes,yes,SRID=4326; POINT(-122.54037902620112 41.59264458363492)
6650,7/9/2020,Solano,California,6095,1990,27,yes,yes,SRID=4326; POINT(-121.932865211764 38.26997789621676)
6651,7/9/2020,Sonoma,California,6097,1561,14,yes,yes,SRID=4326; POINT(-122.88742273484095 38.52829211309421)
6652,7/9/2020,Stanislaus,California,6099,4344,50,yes,yes,SRID=4326; POINT(-120.99770348560212 37.55914006926297)
6653,7/9/2020,Sutter,California,6101,337,4,yes,yes,SRID=4326; POINT(-121.69484659023334 39.03454902479038)
6654,7/9/2020,Tehama,California,6103,100,1,yes,yes,SRID=4326; POINT(-122.23407364887478 40.125631404996895)
6655,7/9/2020,Trinity,California,6105,3,0,yes,yes,SRID=4326; POINT(-123.11265333457573 40.65070694159584)
6656,7/9/2020,Tulare,California,6107,5509,148,yes,yes,SRID=4326; POINT(-118.80049658423822 36.220167658111336)
6657,7/9/2020,Tuolumne,California,6109,59,0,yes,yes,SRID=4326; POINT(-119.95476801271204 38.0275935431412)
6658,7/9/2020,Ventura,California,6111,4139,53,yes,yes,SRID=4326; POINT(-119.0782397063646 34.4715950188429)
6659,7/9/2020,Yolo,California,6113,802,28,yes,yes,SRID=4326; POINT(-121.90158291329168 38.68660977023957)
6660,7/9/2020,Yuba,California,6115,163,3,yes,yes,SRID=4326; POINT(-121.35127598879794 39.26901406033176)
6661,7/10/2020,Alameda,California,6001,7506,147,yes,yes,SRID=4326; POINT(-121.88876733100628 37.64695977543178)
6662,7/10/2020,Alpine,California,6003,1,0,yes,yes,SRID=4326; POINT(-119.820679847404 38.59720402225429)
6663,7/10/2020,Amador,California,6005,35,0,yes,yes,SRID=4326; POINT(-120.65110288122308 38.44639526493973)
6664,7/10/2020,Butte,California,6007,338,4,yes,yes,SRID=4326; POINT(-121.60069437618093 39.66694537197008)
6665,7/10/2020,Calaveras,California,6009,67,0,yes,yes,SRID=4326; POINT(-120.55413604956068 38.20460285077638)
6666,7/10/2020,Colusa,California,6011,113,0,yes,yes,SRID=4326; POINT(-122.2369726471668 39.17748899441087)
6667,7/10/2020,Contra Costa,California,6013,4460,88,yes,yes,SRID=4326; POINT(-121.92793912067462 37.91916706936435)
6668,7/10/2020,Del Norte,California,6015,60,0,yes,yes,SRID=4326; POINT(-123.89726198525156 41.7431353515116)
6669,7/10/2020,El Dorado,California,6017,307,0,yes,yes,SRID=4326; POINT(-120.52467458278412 38.7787390108896)
6670,7/10/2020,Fresno,California,6019,7906,88,yes,yes,SRID=4326; POINT(-119.6493182510263 36.75820144893008)
6671,7/10/2020,Glenn,California,6021,150,0,yes,yes,SRID=4326; POINT(-122.39201190026616 39.59820691384685)
6672,7/10/2020,Humboldt,California,6023,166,4,yes,yes,SRID=4326; POINT(-123.87564318425044 40.699302544261606)
6673,7/10/2020,Imperial,California,6025,7759,131,yes,yes,SRID=4326; POINT(-115.36536275650892 33.03951696565958)
6674,7/10/2020,Inyo,California,6027,35,1,yes,yes,SRID=4326; POINT(-117.41074195586413 36.51111008013726)
6675,7/10/2020,Kern,California,6029,6205,97,yes,yes,SRID=4326; POINT(-118.72992737130474 35.34286892433542)
6676,7/10/2020,Kings,California,6031,2898,39,yes,yes,SRID=4326; POINT(-119.81555270801204 36.07535520877043)
6677,7/10/2020,Lake,California,6033,108,1,yes,yes,SRID=4326; POINT(-122.75320319530188 39.0996221027628)
6678,7/10/2020,Lassen,California,6035,261,0,yes,yes,SRID=4326; POINT(-120.5943286804139 40.67359440173466)
6679,7/10/2020,Los Angeles,California,6037,127358,3738,yes,yes,SRID=4326; POINT(-118.21704873301874 34.35892236643165)
6680,7/10/2020,Madera,California,6039,893,8,yes,yes,SRID=4326; POINT(-119.76268803888416 37.21798434075275)
6681,7/10/2020,Marin,California,6041,3024,23,yes,yes,SRID=4326; POINT(-122.7240857653482 38.07386608280823)
6682,7/10/2020,Mariposa,California,6043,32,1,yes,yes,SRID=4326; POINT(-119.90543799850435 37.58151324601533)
6683,7/10/2020,Mendocino,California,6045,113,0,yes,yes,SRID=4326; POINT(-123.3914860282423 39.44023216901027)
6684,7/10/2020,Merced,California,6047,1884,12,yes,yes,SRID=4326; POINT(-120.71766656778016 37.19189531523568)
6685,7/10/2020,Mono,California,6051,49,1,yes,yes,SRID=4326; POINT(-118.88685440927983 37.939092046487765)
6686,7/10/2020,Monterey,California,6053,2419,18,yes,yes,SRID=4326; POINT(-121.23921685703726 36.2171642713656)
